State,Account Length,Area Code,Int'l Plan,VMail Plan,VMail Message,Phone,Day Mins,Eve Mins,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn?
MI,81,415,yes,no,0,393-6840,149.4,171.9,68,25.4,98,14.61,214.5,97,9.65,17.9,3,4.83,3,1
IL,89,415,yes,yes,19,380-4080,112.6,261.7,114,19.14,132,22.24,123.5,116,5.56,11.1,2,3,0,1
ME,102,510,no,no,0,390-9627,195.7,209.1,116,33.27,87,17.77,201.1,73,9.05,8.3,3,2.24,1,1
UT,133,408,no,yes,44,398-8745,174,209.4,80,29.58,113,17.8,224.1,87,10.08,14.1,7,3.81,2,1
DE,67,415,yes,yes,35,413-7743,181.1,215.9,59,30.79,116,18.35,216.3,106,9.73,16.9,4,4.56,0,1
MD,76,415,yes,no,0,400-7002,273.3,263.6,66,46.46,121,22.41,165.2,84,7.43,12,7,3.24,1,1
AR,107,415,yes,no,0,343-5219,133.3,182.9,106,22.66,89,15.55,241.1,123,10.85,12.9,2,3.48,3,1
MT,126,415,no,yes,30,344-3466,153.4,151.4,90,26.08,97,12.87,153.8,97,6.92,12.8,4,3.46,4,1
UT,68,415,no,no,0,403-8916,213.9,260.5,112,36.36,100,22.14,233.8,97,10.52,8.4,3,2.27,1,1
OH,143,415,no,no,0,337-7167,223.3,167.1,99,37.96,128,14.2,203,84,9.14,4.5,4,1.22,0,1
IA,81,510,no,no,0,377-1273,261.4,215.7,141,44.44,102,18.33,271.8,96,12.23,8,6,2.16,1,1
DE,138,510,yes,no,0,380-7816,46.5,186,104,7.91,114,15.81,167.5,95,7.54,9.6,4,2.59,4,1
CA,103,415,no,yes,18,402-6744,149.9,170.9,84,25.48,84,14.53,171.5,112,7.72,11.5,7,3.11,0,1
WY,127,510,yes,no,0,400-2181,242.2,226.1,102,41.17,80,19.22,252,96,11.34,13.9,5,3.75,2,1
OR,136,510,no,no,0,366-1613,259.4,172.7,99,44.1,125,14.68,293.7,78,13.22,10.7,6,2.89,1,1
ME,118,408,yes,yes,21,384-8723,156.5,209.2,122,26.61,125,17.78,158.7,81,7.14,11.1,3,3,4,1
WV,113,415,no,no,0,341-7686,61.2,92.3,111,10.4,88,7.85,197.4,114,8.88,13.7,3,3.7,5,1
MI,225,415,no,no,0,371-2500,165.4,273.7,106,28.12,109,23.26,210,93,9.45,8.7,3,2.35,0,1
NJ,85,415,no,no,0,366-2273,236.9,197.7,93,40.27,113,16.8,309.1,78,13.91,11.4,7,3.08,2,1
KS,105,415,yes,no,0,405-1108,273.9,278.6,119,46.56,103,23.68,255.3,90,11.49,10.9,7,2.94,1,1
AR,99,510,yes,no,0,387-2604,242.3,350.9,102,41.19,102,29.83,163.1,93,7.34,11.3,3,3.05,0,1
MT,184,415,no,no,0,417-4810,236.4,287.3,73,40.19,120,24.42,192,94,8.64,13.8,4,3.73,1,1
NH,149,415,no,no,0,368-7706,119.2,168.3,88,20.26,110,14.31,204.7,119,9.21,12.2,6,3.29,4,1
AZ,66,510,no,no,0,337-8618,154,198.9,133,26.18,121,16.91,151.9,100,6.84,9.5,3,2.57,4,1
MD,116,408,no,no,0,405-2276,159.4,179.5,79,27.1,88,15.26,167.8,71,7.55,9.7,2,2.62,6,1
MN,173,510,no,no,0,372-7990,291.8,214.3,143,49.61,134,18.22,151.2,119,6.8,9.9,2,2.67,0,1
CT,64,415,yes,no,0,406-9926,225.3,108.2,134,38.3,87,9.2,139.6,132,6.28,17.3,9,4.67,1,1
MD,93,510,yes,no,0,384-3299,131.4,219.7,78,22.34,106,18.67,155.7,103,7.01,11.1,2,3,1,1
AL,197,415,yes,no,0,395-7923,127.3,222.3,80,21.64,115,18.9,173.9,95,7.83,13.7,5,3.7,5,1
NV,76,510,yes,no,0,377-4169,241,231.8,120,40.97,96,19.7,220.2,67,9.91,9.9,1,2.67,1,1
OK,82,510,no,no,0,393-4823,329.8,208.3,73,56.07,120,17.71,267.1,102,12.02,10.6,6,2.86,0,1
OR,95,415,no,no,0,348-5725,269,233.7,120,45.73,120,19.86,179.3,61,8.07,7.3,4,1.97,2,1
PA,79,415,no,no,0,365-2008,268.3,185.5,114,45.61,111,15.77,264.6,88,11.91,6.3,7,1.7,1,1
VT,99,415,no,no,0,380-8727,115.5,218.1,75,19.64,111,18.54,254.9,98,11.47,11.5,7,3.11,7,1
MA,34,415,no,no,0,374-1981,293.7,272.5,89,49.93,71,23.16,178.2,76,8.02,11,10,2.97,2,1
OR,140,415,no,no,0,333-5101,120.3,240.4,108,20.45,84,20.43,216.4,74,9.74,7.7,3,2.08,4,1
FL,144,510,no,no,0,384-5004,278.5,240.7,95,47.35,90,20.46,120,90,5.4,11.6,5,3.13,1,1
WV,50,408,no,no,0,348-7193,131.1,160.5,129,22.29,94,13.64,206.9,88,9.31,5.6,9,1.51,5,1
MO,76,510,no,no,0,418-7055,129.7,177.5,84,22.05,80,15.09,228.9,87,10.3,7.5,3,2.03,5,1
AZ,109,415,yes,no,0,404-3106,268.4,150.6,85,45.63,131,12.8,297.9,84,13.41,9.7,8,2.62,2,1
TX,70,415,no,no,0,341-8719,232.8,303.4,95,39.58,111,25.79,255.6,104,11.5,12.9,7,3.48,0,1
NV,115,415,no,no,0,334-5029,286.4,205.7,125,48.69,74,17.48,191.4,141,8.61,6.9,6,1.86,1,1
NJ,80,415,no,no,0,330-4978,268.7,301,120,45.68,147,25.59,167,140,7.52,5.8,1,1.57,2,1
DC,60,408,no,no,0,355-3801,179.3,208.9,147,30.48,89,17.76,248.2,98,11.17,13.5,6,3.65,1,1
ME,23,510,no,no,0,376-9607,113.1,168.8,74,19.23,95,14.35,262.9,126,11.83,6.9,2,1.86,1,1
NY,181,415,yes,no,0,421-8537,161.3,124.4,83,27.42,83,10.57,262,98,11.79,14.1,3,3.81,0,1
NC,54,415,yes,no,0,407-7258,190.5,259.7,108,32.39,108,22.07,141.5,111,6.37,9.7,2,2.62,2,1
CT,77,415,no,no,0,335-6508,245.2,254.1,87,41.68,83,21.6,239.4,91,10.77,7.5,4,2.03,0,1
NM,111,415,no,no,0,348-6720,132.6,221.1,125,22.54,67,18.79,127.9,101,5.76,12.7,2,3.43,4,1
MN,115,510,yes,no,0,390-5055,122,220.2,110,20.74,100,18.72,179.7,124,8.09,10.8,2,2.92,2,1
OR,149,415,no,no,0,331-1391,242.5,245.4,83,41.23,97,20.86,219.6,80,9.88,10,3,2.7,3,1
DE,51,415,yes,no,0,420-6465,153.6,232.9,108,26.11,85,19.8,214.2,92,9.64,14.1,4,3.81,0,1
NY,54,415,no,no,0,348-6853,286.6,223.2,73,48.72,108,18.97,203.7,107,9.17,11.5,5,3.11,1,1
CT,125,415,yes,no,0,409-7523,187.3,160.7,118,31.84,111,13.66,263.8,112,11.87,9.6,2,2.59,0,1
NH,117,510,yes,no,0,397-1766,54.2,303.2,100,9.21,84,25.77,171.8,84,7.73,8.6,2,2.32,1,1
WA,97,408,no,no,0,373-8908,276.1,201.1,82,46.94,106,17.09,231.3,73,10.41,8.9,4,2.4,0,1
SC,77,510,no,yes,28,369-7017,135.9,244.5,117,23.1,102,20.78,207.5,74,9.34,11.5,3,3.11,4,1
NC,80,415,yes,no,0,420-8435,189.1,223.2,122,32.15,92,18.97,269,116,12.11,13.9,3,3.75,2,1
PA,119,408,no,no,0,342-4122,287.1,159.3,115,48.81,99,13.54,216.8,86,9.76,13.9,1,3.75,2,1
NC,162,408,no,yes,26,340-1876,179.7,218.1,144,30.55,129,18.54,212.3,105,9.55,9.3,8,2.51,1,1
MO,85,510,no,no,0,383-6095,165.8,190,96,28.19,141,16.15,144,116,6.48,10.9,3,2.94,5,1
NM,107,415,no,no,0,407-2259,222.3,286,101,37.79,111,24.31,249.4,117,11.22,12.1,4,3.27,1,1
MA,119,408,yes,yes,16,417-3999,147.2,160.1,103,25.02,96,13.61,184,120,8.28,7.7,2,2.08,0,1
OH,133,408,yes,no,0,379-1720,254.7,252.2,103,43.3,80,21.44,178.1,103,8.01,8,3,2.16,0,1
MI,146,408,no,no,0,405-7676,149.3,187.1,83,25.38,130,15.9,149.8,100,6.74,7.9,4,2.13,7,1
TX,119,510,no,no,0,361-2349,81.9,253.8,75,13.92,114,21.57,213.1,125,9.59,8.9,1,2.4,2,1
MS,101,408,no,no,0,387-5533,239,273,156,40.63,106,23.21,278.2,93,12.52,13.5,8,3.65,1,1
KY,39,415,no,no,0,359-4336,295.4,232.1,126,50.22,117,19.73,204.4,123,9.2,11.5,2,3.11,1,1
CT,56,415,no,no,0,406-3069,162.3,149.1,99,27.59,78,12.67,255.5,115,11.5,14.8,1,4,4,1
NE,76,415,no,no,0,334-6519,272.7,236.4,97,46.36,95,20.09,235.5,105,10.6,7.7,2,2.08,0,1
OK,105,510,yes,yes,28,405-4109,156.1,107.1,89,26.54,114,9.1,167.7,95,7.55,14.7,3,3.97,0,1
SD,91,415,no,no,0,357-5696,153,141.1,123,26.01,127,11.99,171.5,76,7.72,10.3,15,2.78,1,1
WI,147,415,yes,no,0,405-5403,225.2,184.9,111,38.28,98,15.72,143.2,146,6.44,9.9,1,2.67,0,1
IN,68,510,no,no,0,330-9354,249.9,254.5,127,42.48,118,21.63,273.2,98,12.29,8.9,6,2.4,2,1
VT,159,415,no,no,0,335-2019,275.8,189.5,103,46.89,108,16.11,223.9,93,10.08,7.4,5,2,2,1
NJ,93,510,yes,yes,38,384-5632,225.7,119.6,117,38.37,122,10.17,193.2,125,8.69,14,7,3.78,1,1
WA,174,408,no,yes,33,352-6068,167.8,205.3,91,28.53,91,17.45,130,132,5.85,14.5,4,3.92,4,1
NH,103,408,no,no,0,371-1727,150.6,169.1,125,25.6,126,14.37,221.2,104,9.95,10.4,8,2.81,8,1
WA,100,408,no,no,0,382-4932,70.8,215.6,94,12.04,102,18.33,230.8,125,10.39,9.5,1,2.57,6,1
PA,119,408,no,no,0,377-5043,260.1,256.5,101,44.22,68,21.8,229.1,89,10.31,10,2,2.7,1,1
HI,105,415,no,no,0,401-7359,281.3,301.5,124,47.82,96,25.63,202.8,109,9.13,8.7,3,2.35,0,1
MD,108,415,yes,yes,42,375-2184,130.1,167,90,22.12,128,14.2,244.7,80,11.01,13.6,5,3.67,3,1
AZ,113,510,no,no,0,403-9719,128.7,227.1,100,21.88,67,19.3,178.1,135,8.01,9.2,4,2.48,2,1
TX,52,415,no,no,0,364-9904,155,133.4,110,26.35,104,11.34,176.1,84,7.92,7,4,1.89,4,1
ND,71,510,no,no,0,373-8483,238,278.5,82,40.46,94,23.67,193.1,134,8.69,11.8,10,3.19,0,1
NY,139,510,no,no,0,399-7268,236.6,169.9,109,40.22,107,14.44,212.3,118,9.55,11.1,2,3,1,1
KY,113,408,no,yes,20,403-2673,157.8,161.5,83,26.83,56,13.73,271.5,100,12.22,8.7,2,2.35,5,1
SC,49,415,yes,no,0,340-4972,237.8,208.9,92,40.43,119,17.76,167.8,86,7.55,15.6,6,4.21,2,1
RI,106,510,yes,no,0,417-4826,204,168.5,84,34.68,61,14.32,164,102,7.38,13.3,3,3.59,3,1
TN,112,415,no,no,0,339-6477,272.5,226.1,119,46.33,94,19.22,159.1,94,7.16,16.4,5,4.43,3,1
TX,73,408,no,no,0,340-8323,286.4,178.2,109,48.69,67,15.15,214.2,152,9.64,10.7,14,2.89,1,1
SD,93,510,no,no,0,408-4836,328.1,151.7,106,55.78,89,12.89,303.5,114,13.66,8.7,3,2.35,1,1
OK,154,415,yes,no,0,374-8329,145.9,208.2,69,24.8,141,17.7,180.9,106,8.14,14.4,10,3.89,0,1
NJ,162,408,no,no,0,367-8692,217.6,279,87,36.99,71,23.72,250.7,65,11.28,10.4,4,2.81,2,1
TX,136,408,no,no,0,335-4888,269.8,228.8,106,45.87,101,19.45,257.5,106,11.59,10.1,8,2.73,1,1
KS,94,408,no,no,0,379-7215,269.2,193.8,104,45.76,144,16.47,257.6,61,11.59,8.9,2,2.4,3,1
OR,53,408,no,no,0,400-8375,261.2,250.8,119,44.4,105,21.32,176,112,7.92,9.8,2,2.65,0,1
NH,95,408,yes,no,0,400-8538,228.9,255.7,134,38.91,71,21.73,208,120,9.36,10.1,2,2.73,4,1
MA,71,510,no,no,0,419-5171,290.4,253.9,108,49.37,92,21.58,263.3,126,11.85,10.1,5,2.73,3,1
NH,74,408,no,no,0,413-2194,298.1,201.3,112,50.68,100,17.11,214.7,88,9.66,9.7,4,2.62,2,1
GA,128,408,yes,yes,18,355-2634,222.1,160.6,89,37.76,109,13.65,218.8,102,9.85,13.6,2,3.67,0,1
MN,123,408,no,no,0,422-5350,236.2,273.9,135,40.15,88,23.28,227,77,10.22,10.1,6,2.73,2,1
LA,150,415,no,no,0,381-4029,136.6,209.4,112,23.22,81,17.8,161.1,78,7.25,12.2,2,3.29,4,1
NJ,60,408,no,no,0,335-2967,289.8,255.6,101,49.27,115,21.73,242.8,76,10.93,11.7,4,3.16,2,1
CA,138,510,yes,no,0,388-6026,196.2,176.5,129,33.35,86,15,232.4,108,10.46,15.2,1,4.1,0,1
TX,37,510,yes,no,0,346-2020,172.9,183,119,29.39,86,15.56,226.4,100,10.19,9.8,1,2.65,0,1
CA,111,408,no,no,0,329-9067,249.8,242.4,109,42.47,106,20.6,231.8,78,10.43,11.6,4,3.13,0,1
VA,92,510,yes,no,0,411-2958,252.3,207,120,42.89,112,17.6,284.6,95,12.81,12,5,3.24,3,1
MT,100,415,no,no,0,385-7148,96.5,210.2,86,16.41,133,17.87,146.4,106,6.59,12.5,3,3.38,1,1
NE,126,415,no,no,0,387-1535,249.8,261.9,96,42.47,92,22.26,166.8,108,7.51,12.7,4,3.43,3,1
SC,212,415,no,no,0,336-8343,226,304.6,127,38.42,83,25.89,181.2,132,8.15,12.6,4,3.4,2,1
AL,172,408,no,no,0,359-5731,270,256.6,102,45.9,111,21.81,168.5,104,7.58,12,5,3.24,2,1
FL,166,510,yes,no,0,367-1681,47.7,264.4,89,8.11,95,22.47,235.2,97,10.58,13.2,3,3.56,0,1
NV,94,408,yes,no,0,351-4025,89.5,339.9,94,15.22,106,28.89,172.9,76,7.78,7.9,1,2.13,1,1
NC,115,510,yes,no,0,329-9667,251.3,252.5,69,42.72,96,21.46,118.3,112,5.32,9.9,1,2.67,3,1
KS,47,510,yes,no,0,418-5300,47.8,178.9,120,8.13,123,15.21,152.6,96,6.87,13.3,7,3.59,0,1
NM,41,415,no,no,0,327-8495,232.1,327.1,74,39.46,88,27.8,226.5,119,10.19,10.9,2,2.94,3,1
WA,167,415,no,no,0,416-5660,169.2,173.3,124,28.76,108,14.73,216.5,64,9.74,12.4,4,3.35,4,1
PA,97,510,yes,no,0,365-7774,145,294.3,103,24.65,93,25.02,239.8,120,10.79,11,2,2.97,4,1
UT,71,415,no,no,0,367-3220,278.9,190.2,110,47.41,67,16.17,255.2,84,11.48,11.7,7,3.16,0,1
TX,98,415,no,no,0,406-2242,217.2,303.4,121,36.92,73,25.79,197.1,71,8.87,12.4,2,3.35,0,1
MS,13,415,no,no,0,413-7468,303.2,170.5,133,51.54,86,14.49,227.6,80,10.24,11.5,3,3.11,0,1
MI,116,408,no,no,0,379-2503,133.3,247.8,94,22.66,126,21.06,219,78,9.86,11.3,5,3.05,5,1
NV,88,415,no,no,0,364-3286,166.7,179.3,61,28.34,88,15.24,242.7,131,10.92,6.8,7,1.84,4,1
NE,61,408,no,no,0,420-8897,267.1,180.4,104,45.41,131,15.33,230.6,106,10.38,17.3,4,4.67,1,1
TN,80,415,yes,no,0,351-7309,276.5,195.6,122,47.01,79,16.63,210.3,78,9.46,7.2,3,1.94,1,1
MS,29,510,no,no,0,401-6982,313.2,216.3,103,53.24,151,18.39,218.4,106,9.83,12.8,4,3.46,2,1
AR,98,415,no,no,0,328-7833,227.1,120.5,116,38.61,103,10.24,117,102,5.27,4.7,4,1.27,5,1
NV,113,510,no,no,0,342-8167,245.3,259.9,108,41.7,140,22.09,204.3,115,9.19,10.7,2,2.89,3,1
LA,124,510,no,no,0,348-4316,143.3,230.7,120,24.36,111,19.61,214.3,91,9.64,7.8,2,2.11,4,1
UT,110,415,no,no,0,375-3826,271.1,237,108,46.09,122,20.15,239.9,122,10.8,9.8,5,2.65,2,1
NY,82,415,no,no,0,356-5475,167.1,131.8,77,28.41,79,11.2,187.4,98,8.43,9.4,1,2.54,6,1
MN,124,510,yes,no,0,371-6284,157.8,203.2,71,26.83,114,17.27,168.7,82,7.59,10,2,2.7,3,1
TN,120,408,yes,no,0,410-7611,179.9,170,72,30.58,98,14.45,190.6,89,8.58,13.8,2,3.73,1,1
IL,68,415,yes,yes,29,340-6908,195.5,171.6,113,33.24,96,14.59,204,85,9.18,13.5,9,3.65,1,1
MT,102,408,no,no,0,399-2457,273.2,211.1,85,46.44,82,17.94,203.7,129,9.17,13.1,7,3.54,2,1
FL,105,415,no,no,0,358-2490,273.8,289.7,97,46.55,106,24.62,269.1,126,12.11,5.8,3,1.57,2,1
WI,153,510,no,no,0,349-3112,159.5,275.5,103,27.12,90,23.42,176.7,126,7.95,10.1,2,2.73,1,1
NY,112,415,no,no,0,391-1737,174.3,140.2,123,29.63,124,11.92,215.4,89,9.69,9,6,2.43,4,1
NV,42,415,no,no,0,352-5466,303.9,232.2,106,51.66,54,19.74,147.1,76,6.62,5.8,3,1.57,1,1
ND,101,415,no,yes,36,364-5510,123.7,172.6,125,21.03,106,14.67,280.5,127,12.62,8.8,4,2.38,1,1
NJ,53,408,no,no,0,416-6886,228.6,132.8,117,38.86,123,11.29,227.2,124,10.22,10.1,2,2.73,9,1
CT,120,408,yes,no,0,344-1136,202,184.3,123,34.34,78,15.67,176,89,7.92,7.4,2,2,2,1
MI,108,408,no,yes,32,378-6276,209.5,109.6,108,35.62,64,9.32,189.7,145,8.54,9.1,6,2.46,6,1
SC,161,510,no,no,0,343-2592,297.9,238.1,141,50.64,107,20.24,240.5,93,10.82,8.9,5,2.4,1,1
SC,130,415,no,no,0,396-4410,212.8,189.8,102,36.18,137,16.13,170.1,105,7.65,10.6,4,2.86,0,1
MD,107,415,no,no,0,347-3406,294.9,192.8,71,50.13,78,16.39,148.1,87,6.66,13.2,5,3.56,1,1
NY,126,415,yes,no,0,352-7752,239.7,281.7,87,40.75,92,23.94,183.5,113,8.26,11.4,1,3.08,1,1
NY,77,415,no,yes,33,388-9285,143,212.2,101,24.31,102,18.04,104.9,120,4.72,15.3,4,4.13,5,1
ID,92,415,no,yes,29,333-4594,201.3,203.7,130,34.22,115,17.31,129.9,113,5.85,6.4,6,1.73,1,1
TX,139,510,yes,yes,31,388-2240,203.5,200.3,82,34.6,72,17.03,214,112,9.63,13.4,6,3.62,1,1
WI,89,415,no,no,0,373-4264,326.3,165.1,112,55.47,110,14.03,162.9,97,7.33,7.5,1,2.03,1,1
DC,114,415,no,no,0,354-5689,147.1,161,119,25.01,111,13.69,275.9,106,12.42,9,3,2.43,5,1
CA,37,510,no,no,0,328-8980,239.9,261.6,120,40.78,88,22.24,207.1,88,9.32,8.9,4,2.4,2,1
MN,100,415,yes,no,0,399-2151,159.9,179.9,94,27.18,95,15.29,154.4,102,6.95,11.6,2,3.13,2,1
CO,132,415,no,no,0,379-9524,197.8,133.9,66,33.63,119,11.38,177.3,94,7.98,10.9,3,2.94,4,1
MN,40,510,no,no,0,350-7114,81.7,210.2,123,13.89,108,17.87,212,64,9.54,11.3,3,3.05,6,1
PA,75,510,no,no,0,353-9998,109,259.3,88,18.53,120,22.04,182.1,119,8.19,13.3,3,3.59,4,1
CA,105,415,no,yes,31,409-9911,109.6,249.3,108,18.63,119,21.19,321.2,101,14.45,8.3,4,2.24,4,1
NC,182,415,no,no,0,379-6970,279.5,203.2,118,47.52,113,17.27,174.2,101,7.84,10.7,4,2.89,2,1
WV,152,510,yes,yes,41,332-6139,146.8,285.6,128,24.96,96,24.28,213.6,80,9.61,4.3,2,1.16,1,1
IN,129,415,no,no,0,415-4564,137.8,225.8,120,23.43,110,19.19,145.2,95,6.53,10.2,6,2.75,1,1
ID,116,510,yes,yes,29,414-7090,162.3,279.3,91,27.59,79,23.74,192.7,131,8.67,11.7,2,3.16,3,1
RI,143,408,no,no,0,332-2889,167.8,211,72,28.53,99,17.94,153.5,109,6.91,10.5,6,2.84,4,1
KY,21,415,no,no,0,412-1991,92.6,161.9,95,15.74,70,13.76,285,78,12.83,11.3,3,3.05,5,1
MD,111,510,no,no,0,372-8883,123.1,213.9,88,20.93,84,18.18,184.9,88,8.32,12,2,3.24,5,1
NJ,57,510,yes,no,0,330-2635,115,122.3,65,19.55,96,10.4,245,75,11.03,6.4,1,1.73,0,1
CO,92,415,no,no,0,408-3262,184.7,262,60,31.4,73,22.27,239.5,120,10.78,12.3,6,3.32,2,1
RI,125,408,no,no,0,410-3159,113,169.2,108,19.21,107,14.38,156.6,61,7.05,9.2,5,2.48,2,1
CT,119,408,no,no,0,344-5181,294.2,232.5,100,50.01,53,19.76,195,64,8.78,9,1,2.43,0,1
OR,138,415,yes,yes,28,384-7236,211.2,312.5,117,35.9,98,26.56,178,118,8.01,10.7,2,2.89,3,1
SC,19,510,no,no,0,408-5322,259.4,269.7,116,44.1,109,22.92,175.3,130,7.89,9.5,3,2.57,1,1
KY,58,415,no,no,0,409-2983,247.2,303.7,116,42.02,103,25.81,105.4,94,4.74,9.3,2,2.51,2,1
MN,152,415,no,no,0,378-9542,317.8,152.9,60,54.03,100,13,123.4,63,5.55,10.4,7,2.81,1,1
WV,124,415,no,no,0,344-1970,312,180,112,53.04,109,15.3,168.6,94,7.59,12.8,4,3.46,1,1
MS,131,415,no,no,0,333-9002,131.6,179.3,95,22.37,109,15.24,251.2,129,11.3,15.5,3,4.19,1,1
NY,123,415,no,no,0,329-6731,123.2,190,104,20.94,117,16.15,170.3,95,7.66,12.9,5,3.48,4,1
ND,122,408,no,no,0,395-1901,231.2,267.8,141,39.3,136,22.76,240.3,100,10.81,8.8,5,2.38,1,1
OH,115,510,yes,no,0,348-1163,345.3,203.4,81,58.7,106,17.29,217.5,107,9.79,11.8,8,3.19,1,1
AL,25,408,no,no,0,337-4600,264.9,281.2,80,45.03,66,23.9,166.1,80,7.47,8.4,4,2.27,1,1
DE,97,510,no,no,0,354-7397,225.1,279.5,90,38.27,127,23.76,233.8,103,10.52,8.8,4,2.38,0,1
OK,86,510,yes,no,0,397-3746,162.4,167,131,27.61,102,14.2,128.9,118,5.8,11.4,2,3.08,2,1
AR,145,415,no,no,0,332-5820,224.2,314.9,89,38.11,121,26.77,182.9,121,8.23,16.1,3,4.35,1,1
NH,125,415,yes,no,0,357-1938,298.4,270.5,78,50.73,142,22.99,107.3,84,4.83,12.2,2,3.29,0,1
ND,147,408,yes,yes,35,409-4671,157.5,189.6,109,26.78,67,16.12,227,76,10.22,11.1,2,3,3,1
MI,105,415,no,no,0,376-5213,226.9,182.2,106,38.57,77,15.49,203.9,107,9.18,11.6,2,3.13,0,1
NH,141,415,no,yes,32,402-3370,322.4,283.2,92,54.81,107,24.07,209.5,111,9.43,6.7,3,1.81,1,1
KS,91,408,yes,no,0,382-8079,246.4,182,110,41.89,98,15.47,157.6,106,7.09,12.1,2,3.27,2,1
SC,116,408,no,no,0,373-6922,288,255.8,120,48.96,90,21.74,233.4,99,10.5,13.4,4,3.62,0,1
NJ,88,415,no,no,0,347-8659,301.5,257.7,136,51.26,72,21.9,132.9,118,5.98,13.4,2,3.62,4,1
VA,50,415,yes,no,0,382-2182,99.6,308.7,108,16.93,102,26.24,161.2,62,7.25,13.7,6,3.7,2,1
NM,188,415,yes,yes,26,369-6890,198.8,166.6,115,33.8,67,14.16,198.5,118,8.93,14.4,3,3.89,1,1
RI,103,510,yes,no,0,420-6324,255.9,140.9,128,43.5,92,11.98,308.9,130,13.9,12.1,2,3.27,1,1
MS,65,415,yes,no,0,383-9306,277.9,155.8,123,47.24,112,13.24,256.9,71,11.56,9.2,10,2.48,0,1
ND,180,415,no,no,0,369-1929,224.9,250,105,38.23,101,21.25,216.1,73,9.72,6.7,5,1.81,3,1
IA,44,415,no,no,0,359-7426,308.6,150.8,139,52.46,94,12.82,198.7,66,8.94,7.3,3,1.97,4,1
SC,121,415,no,no,0,415-6347,144.8,200.6,126,24.62,82,17.05,208.8,81,9.4,13.3,9,3.59,0,1
MN,125,415,yes,yes,29,390-9735,260.8,163.7,81,44.34,112,13.91,271.7,117,12.23,17,6,4.59,1,1
MN,125,415,no,no,0,343-2689,240.7,269.4,82,40.92,85,22.9,187.1,74,8.42,10.1,3,2.73,0,1
MI,74,415,no,no,0,359-6232,314.1,222.4,86,53.4,99,18.9,259,121,11.66,12.3,5,3.32,3,1
SC,209,510,no,no,0,388-7540,255.1,230.6,124,43.37,110,19.6,218,69,9.81,8.5,5,2.3,3,1
MI,132,408,no,no,0,389-4608,291.2,234.2,104,49.5,132,19.91,191.7,87,8.63,8.9,3,2.4,1,1
WV,63,510,no,no,0,328-9797,261.8,245,69,44.51,135,20.83,202.1,94,9.09,14.7,4,3.97,0,1
NJ,182,415,no,no,0,418-8568,279.1,180.5,124,47.45,108,15.34,217.5,104,9.79,9.5,11,2.57,2,1
NJ,127,510,no,no,0,405-3309,245.2,217.2,91,41.68,92,18.46,243.1,128,10.94,13.9,6,3.75,0,1
NC,130,408,yes,no,0,384-4938,216.2,363.7,106,36.75,86,30.91,126.7,123,5.7,16.9,2,4.56,5,1
TX,90,415,yes,yes,26,355-9366,169,188.8,104,28.73,104,16.05,213.3,76,9.6,13.3,3,3.59,0,1
PA,61,408,no,yes,40,343-1347,105,180.6,78,17.85,100,15.35,174.1,115,7.83,10.2,2,2.75,2,1
MD,147,408,no,no,0,376-4292,274,231.8,92,46.58,82,19.7,283.6,83,12.76,6.2,1,1.67,0,1
IL,137,408,yes,no,0,352-5787,237.3,176.7,103,40.34,84,15.02,263.4,81,11.85,14.2,4,3.83,0,1
WI,161,408,no,no,0,415-3537,154.7,177.8,84,26.3,125,15.11,172.9,90,7.78,5.9,2,1.59,4,1
NJ,134,510,no,yes,34,373-3959,247.2,225.5,105,42.02,133,19.17,186.3,76,8.38,6.1,5,1.65,2,1
ME,62,415,yes,yes,32,358-1346,218.4,236.7,93,37.13,132,20.12,192.2,137,8.65,13.2,3,3.56,0,1
MD,119,408,no,no,0,401-9665,239.1,243.5,88,40.65,79,20.7,230.9,92,10.39,10.9,3,2.94,3,1
MN,38,510,no,no,0,399-5291,175.7,211.8,109,29.87,97,18,137.9,109,6.21,9.2,3,2.48,5,1
AR,109,415,no,yes,29,409-6588,111.2,263.5,90,18.9,98,22.4,224.7,128,10.11,9,6,2.43,6,1
MT,137,408,yes,no,0,330-5824,258,246.5,112,43.86,117,20.95,173.2,100,7.79,10.9,3,2.94,0,1
SD,52,510,yes,no,0,403-6187,251.4,196.6,118,42.74,80,16.71,192,53,8.64,11,2,2.97,0,1
ID,130,415,no,no,0,358-3692,263.7,186.5,113,44.83,103,15.85,195.3,99,8.79,18.3,6,4.94,1,1
WY,159,415,no,no,0,391-2159,167.4,143.8,68,28.46,74,12.22,140.1,111,6.3,10.3,3,2.78,0,1
OR,81,415,no,no,0,406-4100,324.7,236.4,48,55.2,82,20.09,187.6,78,8.44,13.1,5,3.54,0,1
AL,89,510,no,no,0,347-2016,129.2,214.1,71,21.96,68,18.2,214.9,100,9.67,10.3,4,2.78,5,1
MS,123,415,yes,no,0,388-8948,125.5,128.9,106,21.34,96,10.96,251.9,129,11.34,6.3,6,1.7,4,1
SC,112,415,no,no,0,363-8033,266,214.6,97,45.22,94,18.24,306.2,100,13.78,14.2,2,3.83,2,1
NH,97,408,no,yes,32,328-9267,90,276.3,87,15.3,113,23.49,185.2,107,8.33,8.6,6,2.32,2,1
